"Country or Area","Year","Religion","Value","Value Footnotes"
"Australia","2021","Eastern Orthodox","5235","2"
"Australia","2021","Hindu","1918","2"
"Australia","2021","Islam ","3648","2"
"Australia","2021","Judaism","826","2"
"Australia","2021","Latter Day Saints","1685","2"
"Australia","2021","Lutheran","17221","2"
"Australia","2021","Pentecostal","10757","2"
"Australia","2021","Presbyterian","25493","2"
"Australia","2021","Salvation Army","2147","2"
"Australia","2021","Seventh Day Adventist","4509","2"
"Australia","2021","Sikh","1273","2"
"Australia","2021","Spiritualist","576","2"
"Australia","2021","United Church","57777","2"
"Australia","2021","Other","3234","2"
"Australia","2021","Other Christians","1895","2"
"Australia","2021","Other Protestant","4734","2"
"Australia","2021","No Religion","455585","2"
"Australia","2021","Jehovah's Witnesses","5334","2"
"Australia","2021","Not Stated","112110","2"
"Australia","2021","Christian nfd","32965","2"
"Australia","2021","Chinese Religions","213","2"
"Australia","2021","Presbyterian and Reformed","26158","2"
"Australia","2021","Japanese Religions","65","2"
"Australia","2021","Nature and earth based religions","2981","2"
"Australia","2021","Zoroastrianism","7","2"
"Australia","2021","Religious belief, nfd and Inadequately described","2876","2"
"Australia","2021","Australian Aboriginal Traditional Religion","1567","2"
"Australia","2021","Secular Beliefs","2598","2"
"Australia","2021","Secular Beliefs and Other Spiritual Beliefs and No Religious Affiliation, nfd","12","2"
"Australia","2021","Assyrian Apostolic","62","2"
"Australia","2021","Oriental Orthodox","225","2"
"Australia","2016","Total","23401892","3"
"Australia","2016","Anglican","3101185","3"
"Australia","2016","Baha'i","13989","3"
"Australia","2016","Baptist","345142","3"
"Australia","2016","Brethren","17423","3"
"Australia","2016","Buddhist","563674","3"
"Australia","2016","Catholic","5291834","3"
"Australia","2016","Church of Christ","39621","3"
"Australia","2016","Druze","3096","3"
"Australia","2016","Eastern Orthodox","502801","3"
"Australia","2016","Hindu","440300","3"
"Australia","2016","Islam ","604240","3"
"Australia","2016","Judaism","91022","3"
"Australia","2016","Latter Day Saints","61639","3"
"Australia","2016","Lutheran","174019","3"
"Australia","2016","Pentecostal","260558","3"
"Australia","2016","Salvation Army","48939","3"
"Australia","2016","Seventh Day Adventist","62945","3"
"Australia","2016","Sikh","125901","3"
"Australia","2016","Spiritualist","10101","3"
"Australia","2016","United Church","870183","3"
"Australia","2016","Other","25065","3"
"Australia","2016","Other Christians","30549","3"
"Australia","2016","Other Protestant","108307","3"
"Australia","2016","Other Religions","39180","3"
"Australia","2016","No Religion","6933708","3"
"Australia","2016","Jehovah's Witnesses","82510","3"
"Australia","2016","Not Stated","2132167","3"
"Australia","2016","Christian nfd","612371","3"
"Australia","2016","Chinese Religions","6385","3"
"Australia","2016","Presbyterian and Reformed","526689","3"
"Australia","2016","Japanese Religions","1772","3"
"Australia","2016","Nature and earth based religions","27207","3"
"Australia","2016","Religious belief, nfd and Inadequately described","106568","3"
"Australia","2016","Australian Aboriginal Traditional Religion","8078","3"
"Australia","2016","Secular Beliefs","67592","3"
"Australia","2016","Secular Beliefs and Other Spiritual Beliefs and No Religious Affiliation, nfd","237","3"
"Australia","2016","Assyrian Apostolic","13863","3"
"Australia","2016","Oriental Orthodox","51013","3"
"Australia","2016","Total","11546638","3"
"Australia","2016","Anglican","1435895","3"
"Australia","2016","Baha'i","6638","3"
"Australia","2016","Baptist","162352","3"
"Australia","2016","Brethren","8596","3"
"Australia","2016","Buddhist","246461","3"
"Australia","2016","Catholic","2515124","3"
"Australia","2016","Church of Christ","17541","3"
"Australia","2016","Druze","1604","3"
"Australia","2016","Eastern Orthodox","246237","3"
"Australia","2016","Hindu","233187","3"
"Australia","2016","Islam ","320127","3"
"Australia","2016","Judaism","43942","3"
"Australia","2016","Latter Day Saints","29289","3"
"Australia","2016","Lutheran","79499","3"
"Australia","2016","Pentecostal","119780","3"
"Australia","2016","Salvation Army","20985","3"
"Australia","2016","Seventh Day Adventist","28681","3"
"Australia","2016","Sikh","69124","3"
"Australia","2016","Spiritualist","2755","3"
"Australia","2016","United Church","383842","3"
"Australia","2016","Other","13559","3"
"Australia","2016","Other Christians","14319","3"
"Australia","2016","Other Protestant","51032","3"
"Australia","2016","Other Religions","15823","3"
"Australia","2016","No Religion","3657036","3"
"Australia","2016","Jehovah's Witnesses","35908","3"
"Australia","2016","Not Stated","1091013","3"
"Australia","2016","Christian nfd","286419","3"
"Australia","2016","Chinese Religions","3417","3"
"Australia","2016","Presbyterian and Reformed","249767","3"
"Australia","2016","Japanese Religions","662","3"
"Australia","2016","Nature and earth based religions","9728","3"
"Australia","2016","Religious belief, nfd and Inadequately described","72182","3"
"Australia","2016","Australian Aboriginal Traditional Religion","4114","3"
"Australia","2016","Secular Beliefs","37642","3"
"Australia","2016","Secular Beliefs and Other Spiritual Beliefs and No Religious Affiliation, nfd","94","3"
"Australia","2016","Assyrian Apostolic","6794","3"
"Australia","2016","Oriental Orthodox","25458","3"
"Australia","2016","Total","11855248","3"
"Australia","2016","Anglican","1665289","3"
"Australia","2016","Baha'i","7351","3"
"Australia","2016","Baptist","182793","3"
"Australia","2016","Brethren","8824","3"
"Australia","2016","Buddhist","317216","3"
"Australia","2016","Catholic","2776713","3"
"Australia","2016","Church of Christ","22081","3"
"Australia","2016","Druze","1497","3"
"Australia","2016","Eastern Orthodox","256563","3"
"Australia","2016","Hindu","207113","3"
"Australia","2016","Islam ","284112","3"
"Australia","2016","Judaism","47083","3"
"Australia","2016","Latter Day Saints","32345","3"
"Australia","2016","Lutheran","94520","3"
"Australia","2016","Pentecostal","140772","3"
"Australia","2016","Salvation Army","27959","3"
"Australia","2016","Seventh Day Adventist","34262","3"
"Australia","2016","Sikh","56784","3"
"Australia","2016","Spiritualist","7348","3"
"Australia","2016","United Church","486346","3"
"Australia","2016","Other","11509","3"
"Australia","2016","Other Christians","16230","3"
"Australia","2016","Other Protestant","57279","3"
"Australia","2016","Other Religions","23364","3"
"Australia","2016","No Religion","3276669","3"
"Australia","2016","Jehovah's Witnesses","46599","3"
"Australia","2016","Not Stated","1041154","3"
"Australia","2016","Christian nfd","325951","3"
"Australia","2016","Chinese Religions","2962","3"
"Australia","2016","Presbyterian and Reformed","276927","3"
"Australia","2016","Japanese Religions","1110","3"
"Australia","2016","Nature and earth based religions","17475","3"
"Australia","2016","Religious belief, nfd and Inadequately described","34385","3"
"Australia","2016","Australian Aboriginal Traditional Religion","3969","3"
"Australia","2016","Secular Beliefs","29947","3"
"Australia","2016","Secular Beliefs and Other Spiritual Beliefs and No Religious Affiliation, nfd","135","3"
"Australia","2016","Assyrian Apostolic","7070","3"
"Australia","2016","Oriental Orthodox","25550","3"
"Australia","2016","Total","20947027","3"
"Australia","2016","Anglican","2652370","3"
"Australia","2016","Baha'i","13477","3"
"Australia","2016","Baptist","310111","3"
"Australia","2016","Brethren","16068","3"
"Australia","2016","Buddhist","545196","3"
"Australia","2016","Catholic","4793972","3"
"Australia","2016","Church of Christ","34794","3"
"Australia","2016","Druze","3076","3"
"Australia","2016","Eastern Orthodox","491657","3"
"Australia","2016","Hindu","436254","3"
"Australia","2016","Islam ","598154","3"
"Australia","2016","Judaism","89536","3"
"Australia","2016","Latter Day Saints","57705","3"
"Australia","2016","Lutheran","133937","3"
"Australia","2016","Pentecostal","238698","3"
"Australia","2016","Salvation Army","43139","3"
"Australia","2016","Seventh Day Adventist","53850","3"
"Australia","2016","Sikh","123631","3"
"Australia","2016","Spiritualist","8990","3"
"Australia","2016","United Church","720374","3"
"Australia","2016","Other","24019","3"
"Australia","2016","Other Christians","26484","3"
"Australia","2016","Other Protestant","97372","3"
"Australia","2016","Other Religions","34608","3"
"Australia","2016","No Religion","6223086","3"
"Australia","2016","Jehovah's Witnesses","72291","3"
"Australia","2016","Not Stated","1846252","3"
"Australia","2016","Christian nfd","547965","3"
"Australia","2016","Chinese Religions","5976","3"
"Australia","2016","Presbyterian and Reformed","453075","3"
"Australia","2016","Japanese Religions","1673","3"
"Australia","2016","Nature and earth based religions","22831","3"
"Australia","2016","Religious belief, nfd and Inadequately described","96510","3"
"Australia","2016","Australian Aboriginal Traditional Religion","3929","3"
"Australia","2016","Secular Beliefs","61509","3"
"Australia","2016","Secular Beliefs and Other Spiritual Beliefs and No Religious Affiliation, nfd","208","3"
"Australia","2016","Assyrian Apostolic","13691","3"
"Australia","2016","Oriental Orthodox","50551","3"
"Australia","2016","Total","10272706","3"
"Australia","2016","Anglican","1214584","3"
"Australia","2016","Baha'i","6406","3"
"Australia","2016","Baptist","145064","3"
"Australia","2016","Brethren","7917","3"
"Australia","2016","Buddhist","238368","3"
"Australia","2016","Catholic","2263616","3"
"Australia","2016","Church of Christ","15297","3"
"Australia","2016","Druze","1593","3"
"Australia","2016","Eastern Orthodox","240341","3"
"Australia","2016","Hindu","230942","3"
"Australia","2016","Islam ","316731","3"
"Australia","2016","Judaism","43217","3"
"Australia","2016","Latter Day Saints","27387","3"
"Australia","2016","Lutheran","59845","3"
"Australia","2016","Pentecostal","109429","3"
"Australia","2016","Salvation Army","18313","3"
"Australia","2016","Seventh Day Adventist","24402","3"
"Australia","2016","Sikh","67864","3"
"Australia","2016","Spiritualist","2441","3"
"Australia","2016","United Church","311476","3"
"Australia","2016","Other","12921","3"
"Australia","2016","Other Christians","12329","3"
"Australia","2016","Other Protestant","45475","3"
"Australia","2016","Other Religions","13927","3"
"Australia","2016","No Religion","3267703","3"
"Australia","2016","Jehovah's Witnesses","31239","3"
"Australia","2016","Not Stated","931778","3"
"Australia","2016","Christian nfd","254894","3"
"Australia","2016","Chinese Religions","3201","3"
"Australia","2016","Presbyterian and Reformed","211689","3"
"Australia","2016","Japanese Religions","620","3"
"Australia","2016","Nature and earth based religions","8149","3"
"Australia","2016","Religious belief, nfd and Inadequately described","65397","3"
"Australia","2016","Australian Aboriginal Traditional Religion","1978","3"
"Australia","2016","Secular Beliefs","34212","3"
"Australia","2016","Secular Beliefs and Other Spiritual Beliefs and No Religious Affiliation, nfd","85","3"
"Australia","2016","Assyrian Apostolic","6696","3"
"Australia","2016","Oriental Orthodox","25193","3"
"Australia","2016","Total","10674324","3"
"Australia","2016","Anglican","1437791","3"
"Australia","2016","Baha'i","7069","3"
"Australia","2016","Baptist","165045","3"
"Australia","2016","Brethren","8150","3"
"Australia","2016","Buddhist","306832","3"
"Australia","2016","Catholic","2530359","3"
"Australia","2016","Church of Christ","19492","3"
"Australia","2016","Druze","1486","3"
"Australia","2016","Eastern Orthodox","251318","3"
"Australia","2016","Hindu","205312","3"
"Australia","2016","Islam ","281422","3"
"Australia","2016","Judaism","46325","3"
"Australia","2016","Latter Day Saints","30314","3"
"Australia","2016","Lutheran","74096","3"
"Australia","2016","Pentecostal","129266","3"
"Australia","2016","Salvation Army","24829","3"
"Australia","2016","Seventh Day Adventist","29452","3"
"Australia","2016","Sikh","55771","3"
"Australia","2016","Spiritualist","6548","3"
"Australia","2016","United Church","408902","3"
"Australia","2016","Other","11103","3"
"Australia","2016","Other Christians","14161","3"
"Australia","2016","Other Protestant","51893","3"
"Australia","2016","Other Religions","20682","3"
"Australia","2016","No Religion","2955388","3"
"Australia","2016","Jehovah's Witnesses","41050","3"
"Australia","2016","Not Stated","914477","3"
"Australia","2016","Christian nfd","293075","3"
"Australia","2016","Chinese Religions","2779","3"
"Australia","2016","Presbyterian and Reformed","241390","3"
"Australia","2016","Japanese Religions","1055","3"
"Australia","2016","Nature and earth based religions","14684","3"
"Australia","2016","Religious belief, nfd and Inadequately described","31107","3"
"Australia","2016","Australian Aboriginal Traditional Religion","1952","3"
"Australia","2016","Secular Beliefs","27298","3"
"Australia","2016","Secular Beliefs and Other Spiritual Beliefs and No Religious Affiliation, nfd","126","3"
"Australia","2016","Assyrian Apostolic","6992","3"
"Australia","2016","Oriental Orthodox","25362","3"
"Australia","2016","Total","2408494","3"
"Australia","2016","Anglican","444029","3"
"Australia","2016","Baha'i","496","3"
"Australia","2016","Baptist","34574","3"
"Australia","2016","Brethren","1342","3"
"Australia","2016","Buddhist","17702","3"
"Australia","2016","Catholic","491720","3"
"Australia","2016","Church of Christ","4773","3"
"Australia","2016","Druze","23","3"
"Australia","2016","Eastern Orthodox","10887","3"
"Australia","2016","Hindu","3690","3"
"Australia","2016","Islam ","5417","3"
"Australia","2016","Judaism","1399","3"
"Australia","2016","Latter Day Saints","3739","3"
"Australia","2016","Lutheran","39829","3"
"Australia","2016","Pentecostal","21488","3"
"Australia","2016","Salvation Army","5691","3"
"Australia","2016","Seventh Day Adventist","8969","3"
"Australia","2016","Sikh","2208","3"
"Australia","2016","Spiritualist","1077","3"
"Australia","2016","United Church","148483","3"
"Australia","2016","Other","993","3"
"Australia","2016","Other Christians","4017","3"
"Australia","2016","Other Protestant","10734","3"
"Australia","2016","Other Religions","4405","3"
"Australia","2016","No Religion","696320","3"
"Australia","2016","Jehovah's Witnesses","10080","3"
"Australia","2016","Not Stated","273515","3"
"Australia","2016","Christian nfd","63249","3"
"Australia","2016","Chinese Religions","388","3"
"Australia","2016","Presbyterian and Reformed","72706","3"
"Australia","2016","Japanese Religions","95","3"
"Australia","2016","Nature and earth based religions","4282","3"
"Australia","2016","Religious belief, nfd and Inadequately described","9592","3"
"Australia","2016","Australian Aboriginal Traditional Religion","4111","3"
"Australia","2016","Secular Beliefs","5873","3"
"Australia","2016","Secular Beliefs and Other Spiritual Beliefs and No Religious Affiliation, nfd","24","3"
"Australia","2016","Assyrian Apostolic","163","3"
